         1447631 function calls (1440426 primitive calls) in 2.918 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      198    0.000    0.000    0.003    0.000 <__array_function__ internals>:2(argmax)
       33    0.000    0.000    0.003    0.000 ../..\anduryl\core\main.py:62(initialize)
     9237    0.002    0.000    0.002    0.000 C:\Python\lib\site-packages\numpy\core\fromnumeric.py:3037(ndim)
      330    0.002    0.000    0.002    0.000 {pandas._libs.algos.take_1d_object_object}
      528    0.001    0.000    0.002    0.000 C:\Python\lib\site-packages\pandas\core\dtypes\common.py:372(is_datetime64_dtype)
      671    0.001    0.000    0.002    0.000 C:\Python\lib\site-packages\pandas\core\construction.py:570(is_empty_data)
      165    0.002    0.000    0.002    0.000 {method 'round' of 'numpy.ndarray' objects}
      528    0.001    0.000    0.002    0.000 C:\Python\lib\site-packages\pandas\core\dtypes\common.py:222(is_object_dtype)
      385    0.001    0.000    0.002    0.000 {built-in method builtins.sorted}
      495    0.001    0.000    0.002    0.000 C:\Python\lib\site-packages\pandas\core\generic.py:3227(_set_as_cached)
      176    0.000    0.000    0.002    0.000 C:\Python\lib\site-packages\pandas\core\indexing.py:1976(_validate_key)
      495    0.002    0.000    0.002    0.000 ../..\anduryl\core\assessments.py:197(<listcomp>)
      939    0.002    0.000    0.002    0.000 {method 'astype' of 'numpy.ndarray' objects}
      671    0.002    0.000    0.002    0.000 {built-in method pandas._libs.lib.is_datetime_array}
     3047    0.002    0.000    0.002    0.000 C:\Python\lib\site-packages\pandas\core\indexes\base.py:5293(ensure_index)
      671    0.001    0.000    0.002    0.000 C:\Python\lib\site-packages\pandas\core\indexes\base.py:5393(maybe_extract_name)
     3102    0.002    0.000    0.002    0.000 {method 'update' of 'dict' objects}
     3234    0.002    0.000    0.002    0.000 C:\Python\lib\site-packages\pandas\core\indexes\base.py:592(_reset_identity)
      495    0.001    0.000    0.002    0.000 C:\Python\lib\site-packages\pandas\core\dtypes\inference.py:299(is_dict_like)
      506    0.000    0.000    0.002    0.000 C:\Python\lib\site-packages\pandas\core\construction.py:337(extract_array)
       33    0.000    0.000    0.002    0.000 ../..\anduryl\core\assessments.py:16(__init__)
      880    0.000    0.000    0.002    0.000 C:\Python\lib\site-packages\pandas\core\dtypes\inference.py:220(is_array_like)
     3487    0.002    0.000    0.002    0.000 C:\Python\lib\site-packages\pandas\core\internals\blocks.py:365(iget)
      671    0.001    0.000    0.002    0.000 C:\Python\lib\site-packages\pandas\core\series.py:480(_values)
     3036    0.001    0.000    0.002    0.000 C:\Python\lib\site-packages\pandas\core\indexes\base.py:615(__len__)
     2292    0.002    0.000    0.002    0.000 {built-in method math.gamma}
      176    0.001    0.000    0.002    0.000 C:\Python\lib\site-packages\pandas\core\internals\managers.py:171(set_axis)
     9336    0.002    0.000    0.002    0.000 C:\Python\lib\site-packages\numpy\core\multiarray.py:145(concatenate)
      198    0.000    0.000    0.002    0.000 C:\Python\lib\site-packages\numpy\core\fromnumeric.py:1112(argmax)
      330    0.002    0.000    0.002    0.000 {pandas._libs.algos.ensure_int64}
      836    0.001    0.000    0.002    0.000 C:\Python\lib\site-packages\numpy\core\_dtype.py:319(_name_includes_bit_suffix)
     2266    0.002    0.000    0.002    0.000 C:\Python\lib\site-packages\pandas\core\indexes\multi.py:1178(_get_names)
      990    0.001    0.000    0.002    0.000 C:\Python\lib\site-packages\pandas\core\generic.py:3294(_clear_item_cache)
     9237    0.002    0.000    0.002    0.000 C:\Python\lib\site-packages\numpy\core\fromnumeric.py:3033(_ndim_dispatcher)
     2519    0.001    0.000    0.002    0.000 C:\Python\lib\site-packages\pandas\core\common.py:330(apply_if_callable)
      176    0.000    0.000    0.002    0.000 C:\Python\lib\site-packages\pandas\core\indexes\multi.py:2756(<listcomp>)
       22    0.000    0.000    0.002    0.000 C:\Python\lib\site-packages\numpy\core\arrayprint.py:729(_formatArray)
    88/22    0.001    0.000    0.002    0.000 C:\Python\lib\site-packages\numpy\core\arrayprint.py:738(recurser)
      352    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\indexing.py:1870(_get_partial_string_timestamp_match_key)
     6193    0.001    0.000    0.001    0.000 {built-in method builtins.hash}
      495    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\indexers.py:54(is_empty_indexer)
     4598    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\indexes\multi.py:794(codes)
       33    0.001    0.000    0.001    0.000 ../..\anduryl\io.py:280(<listcomp>)
      352    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\indexes\base.py:1506(<genexpr>)
      341    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\indexes\multi.py:1950(<listcomp>)
      495    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\internals\blocks.py:2086(should_store)
      671    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\internals\managers.py:1565(internal_values)
      495    0.001    0.000    0.001    0.000 {built-in method pandas._libs.index.convert_scalar}
     3234    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x00007FFDD743D3F0}
      165    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\generic.py:5371(_is_mixed_type)
      704    0.001    0.000    0.001    0.000 {method 'take' of 'numpy.ndarray' objects}
     5410    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
      330    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\dtypes\cast.py:503(_ensure_dtype_type)
      352    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\dtypes\common.py:775(is_integer_dtype)
     1661    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\common.py:151(cast_scalar_indexer)
      165    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\indexers.py:221(length_of_indexer)
       33    0.000    0.000    0.001    0.000 ../..\anduryl\core\experts.py:118(initialize)
     4092    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
     1551    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\base.py:61(_reset_cache)
     2592    0.001    0.000    0.001    0.000 {method 'remove' of 'list' objects}
      352    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\generic.py:3789(_is_view)
     1573    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\dtypes\common.py:1672(_get_dtype)
      495    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\frame.py:1037(__len__)
     4947    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\numpy\core\fromnumeric.py:2087(_sum_dispatcher)
      352    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\dtypes\common.py:441(is_timedelta64_dtype)
     1837    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\internals\blocks.py:129(_check_ndim)
      990    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\dtypes\cast.py:682(maybe_infer_dtype_type)
      176    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\indexes\multi.py:1975(_assert_take_fillable)
      176    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\numpy\core\numerictypes.py:365(issubdtype)
      495    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\frame.py:3046(_ensure_valid_index)
     1518    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\series.py:403(_set_subtyp)
     1199    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\frame.py:515(axes)
      352    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\dtypes\cast.py:1374(<genexpr>)
      264    0.000    0.000    0.001    0.000 ../..\anduryl\core\experts.py:52(get_exp)
     4701    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\numpy\lib\arraysetops.py:146(_unique_dispatcher)
     1023    0.001    0.000    0.001    0.000 {method 'clear' of 'dict' objects}
      517    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\generic.py:515(ndim)
     4536    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\numpy\core\multiarray.py:707(dot)
      352    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\generic.py:3627(_set_is_copy)
      847    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\internals\managers.py:927(consolidate)
     4081    0.001    0.000    0.001    0.000 {function FrozenList.__getitem__ at 0x000002391939BB88}
      704    0.001    0.000    0.001    0.000 {pandas._libs.algos.ensure_platform_int}
      495    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\indexes\base.py:4046(equals)
     3179    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\internals\blocks.py:247(mgr_locs)
      704    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\dtypes\common.py:1844(pandas_dtype)
      495    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\indexing.py:2261(convert_to_index_sliceable)
     1584    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\dtypes\common.py:208(<lambda>)
       33    0.001    0.000    0.001    0.000 ../..\anduryl\io.py:321(<listcomp>)
      352    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\dtypes\cast.py:1367(<genexpr>)
     1012    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\internals\managers.py:167(ndim)
      528    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\indexing.py:1756(<genexpr>)
      352    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\internals\managers.py:683(is_view)
     4712    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\numpy\core\numerictypes.py:655(<listcomp>)
      231    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\numpy\core\_internal.py:830(npy_ctypes_check)
      352    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\dtypes\cast.py:1376(<genexpr>)
      165    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\indexing.py:2469(_can_do_equal_len)
     2717    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\indexes\base.py:1182(name)
      176    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\indexes\multi.py:1997(<listcomp>)
      528    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\indexing.py:716(<genexpr>)
      495    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\indexers.py:80(check_setitem_lengths)
      176    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\series.py:414(dtype)
     1661    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\internals\managers.py:232(items)
       66    0.000    0.000    0.001    0.000 C:\Python\lib\_bootlocale.py:11(getpreferredencoding)
      165    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\indexes\multi.py:2646(_maybe_to_slice)
      176    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\dtypes\common.py:1401(is_float_dtype)
      198    0.001    0.000    0.001    0.000 {method 'argmax' of 'numpy.ndarray' objects}
      165    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\generic.py:5373(<lambda>)
       66    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\numpy\core\arrayprint.py:967(__call__)
      352    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\numpy\core\numerictypes.py:293(issubclass_)
       33    0.000    0.000    0.001    0.000 ../..\anduryl\core\experts.py:28(__init__)
      176    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\indexing.py:2394(is_label_like)
      330    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\indexes\base.py:621(__array__)
       66    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(nonzero)
       33    0.001    0.000    0.001    0.000 ../..\anduryl\io.py:326(<listcomp>)
       88    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\ipykernel\iostream.py:322(_schedule_flush)
        2    0.000    0.000    0.001    0.000 C:\Python\lib\codeop.py:135(__call__)
       33    0.000    0.000    0.001    0.000 C:\Python\lib\ntpath.py:75(join)
       88    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\numpy\core\arrayprint.py:938(<genexpr>)
        2    0.001    0.000    0.001    0.000 {built-in method builtins.compile}
       22    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(amax)
      495    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\indexing.py:667(<genexpr>)
       99    0.001    0.000    0.001    0.000 ../..\anduryl\core\calculate.py:119(<listcomp>)
      176    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\dtypes\cast.py:1483(construct_1d_ndarray_preserving_na)
      176    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\dtypes\common.py:685(is_dtype_equal)
      352    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\generic.py:396(_get_axis_number)
       33    0.000    0.000    0.001    0.000 ../..\anduryl\io.py:305(<listcomp>)
      495    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\indexes\base.py:573(is_)
      176    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\indexes\base.py:766(_assert_take_fillable)
      495    0.001    0.000    0.001    0.000 {pandas._libs.internals.get_blkno_placements}
      517    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\indexing.py:231(loc)
      264    0.001    0.000    0.001    0.000 ../..\anduryl\core\experts.py:71(<listcomp>)
      990    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\dtypes\inference.py:325(<genexpr>)
     3509    0.001    0.000    0.001    0.000 {built-in method builtins.callable}
      176    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\internals\managers.py:1872(<listcomp>)
     1584    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\dtypes\common.py:206(classes)
      176    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\series.py:438(values)
      352    0.000    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\dtypes\inference.py:96(is_iterator)
     2332    0.001    0.000    0.001    0.000 {pandas._libs.lib.is_float}
     1023    0.001    0.000    0.001    0.000 C:\Python\lib\site-packages\pandas\core\internals\blocks.py:339(dtype)
       33    0.000    0.000    0.000    0.000 ../..\anduryl\core\experts.py:102(clear)
      176    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\core\generic.py:255(_validate_dtype)
      176    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\core\internals\managers.py:1548(dtype)
      165    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\core\internals\managers.py:660(is_mixed_type)
       66    0.000    0.000    0.000    0.000 {built-in method _locale._getdefaultlocale}
       22    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\numpy\core\fromnumeric.py:2551(amax)
      132    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.dragon4_positional}
      990    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\core\generic.py:3656(_check_setitem_copy)
      495    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\core\internals\managers.py:1062(value_getitem)
     1788    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\numpy\core\multiarray.py:1043(copyto)
     1023    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\core\internals\managers.py:1520(_block)
       93    0.000    0.000    0.000    0.000 C:\Python\lib\threading.py:1092(is_alive)
       44    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\numpy\core\_ufunc_config.py:39(seterr)
       88    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\numpy\core\arrayprint.py:933(<genexpr>)
      836    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\numpy\core\_dtype.py:36(_kind_name)
     1034    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_int8}
      242    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
     1881    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_integer}
       66    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\numpy\core\fromnumeric.py:1804(nonzero)
      176    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
     1342    0.000    0.000    0.000    0.000 {pandas._libs.lib.item_from_zerodim}
      176    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\core\internals\managers.py:1562(external_values)
       22    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\numpy\core\arrayprint.py:372(_get_formatdict)
      330    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\core\indexes\base.py:1670(is_integer)
       22    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\numpy\core\_ufunc_config.py:441(__enter__)
       22    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(amin)
      671    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\core\generic.py:238(attrs)
      528    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\core\dtypes\cast.py:1370(<genexpr>)
       33    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
      495    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\core\dtypes\generic.py:80(__instancecheck__)
      165    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\core\indexes\multi.py:999(dtype)
      341    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\core\common.py:284(is_null_slice)
      990    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\core\internals\managers.py:419(<dictcomp>)
       22    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\numpy\core\arrayprint.py:69(_make_options_dict)
      528    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
      341    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.checknull}
       22    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\numpy\core\fromnumeric.py:2676(amin)
       33    0.000    0.000    0.000    0.000 ../..\anduryl\io.py:283(<listcomp>)
       33    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\numpy\core\_methods.py:28(_amax)
       33    0.000    0.000    0.000    0.000 C:\Python\lib\ntpath.py:122(splitdrive)
       33    0.000    0.000    0.000    0.000 ../..\anduryl\io.py:322(<listcomp>)
       33    0.000    0.000    0.000    0.000 ../..\anduryl\io.py:290(<listcomp>)
      165    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\core\internals\managers.py:943(_consolidate_inplace)
      671    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_object}
      495    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\core\internals\managers.py:1544(index)
       33    0.000    0.000    0.000    0.000 ../..\anduryl\core\items.py:32(initialize)
      341    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\core\internals\managers.py:647(is_consolidated)
       93    0.000    0.000    0.000    0.000 C:\Python\lib\threading.py:1050(_wait_for_tstate_lock)
      671    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\core\series.py:359(_constructor)
      352    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\core\internals\blocks.py:177(is_view)
      352    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\core\dtypes\common.py:216(<lambda>)
       66    0.000    0.000    0.000    0.000 {method 'tolist' of 'numpy.ndarray' objects}
      528    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
       22    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\numpy\core\_ufunc_config.py:446(__exit__)
      671    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\core\internals\blocks.py:213(internal_values)
       88    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\ipykernel\iostream.py:309(_is_master_process)
      176    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\core\indexing.py:93(iloc)
      990    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\core\internals\managers.py:1582(_consolidate_inplace)
       33    0.000    0.000    0.000    0.000 ../..\anduryl\core\items.py:8(__init__)
      495    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\core\indexers.py:39(is_scalar_indexer)
      330    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\core\indexes\base.py:638(dtype)
       44    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\numpy\core\_ufunc_config.py:139(geterr)
      671    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\core\internals\managers.py:1576(is_consolidated)
       33    0.000    0.000    0.000    0.000 ../..\anduryl\io.py:269(<listcomp>)
      495    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\numpy\lib\nanfunctions.py:226(_nanmin_dispatcher)
       33    0.000    0.000    0.000    0.000 <ipython-input-10-a1d0988bf820>:24(<listcomp>)
       66    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\numpy\core\arrayprint.py:715(_extendLine)
      495    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\numpy\lib\nanfunctions.py:341(_nanmax_dispatcher)
      352    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\core\dtypes\common.py:211(classes_and_not_datetimelike)
       33    0.000    0.000    0.000    0.000 ../..\anduryl\core\assessments.py:103(initialize)
       66    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      352    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\compat\numpy\function.py:42(__call__)
       22    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      132    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
       93    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      330    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\core\indexes\base.py:3670(_values)
       93    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\ipykernel\iostream.py:93(_event_pipe)
      495    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\numpy\core\shape_base.py:79(_atleast_2d_dispatcher)
      352    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\core\indexes\multi.py:1691(is_all_dates)
      330    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\numpy\core\fromnumeric.py:3126(_around_dispatcher)
      352    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\core\base.py:626(ndim)
       33    0.000    0.000    0.000    0.000 ../..\anduryl\core\main.py:255(__init__)
      198    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\numpy\core\fromnumeric.py:1108(_argmax_dispatcher)
       66    0.000    0.000    0.000    0.000 C:\Python\lib\codecs.py:260(__init__)
       33    0.000    0.000    0.000    0.000 ../..\anduryl\io.py:14(__init__)
       44    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
      176    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\core\internals\blocks.py:202(external_values)
       22    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\numpy\core\_ufunc_config.py:437(__init__)
       33    0.000    0.000    0.000    0.000 ../..\anduryl\core\items.py:24(clear)
      132    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\numpy\lib\function_base.py:1137(_diff_dispatcher)
       66    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
      198    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       88    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
       88    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\numpy\core\arrayprint.py:942(<genexpr>)
      165    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\pandas\core\indexing.py:748(_has_valid_setitem_indexer)
       33    0.000    0.000    0.000    0.000 ../..\anduryl\core\assessments.py:97(clear)
       88    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\numpy\core\arrayprint.py:943(<genexpr>)
       22    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\numpy\core\arrayprint.py:74(<dictcomp>)
       88    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
       93    0.000    0.000    0.000    0.000 C:\Python\lib\threading.py:507(is_set)
       66    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\numpy\core\fromnumeric.py:1800(_nonzero_dispatcher)
       93    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
       44    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       22    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       22    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        2    0.000    0.000    0.000    0.000 C:\Python\lib\contextlib.py:237(helper)
       22    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       22    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       22    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\numpy\core\arrayprint.py:847(_none_or_positive_arg)
       22    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        2    0.000    0.000    0.000    0.000 C:\Python\lib\contextlib.py:107(__enter__)
        2    0.000    0.000    0.000    0.000 C:\Python\lib\contextlib.py:81(__init__)
        2    0.000    0.000    0.000    0.000 C:\Python\lib\contextlib.py:116(__exit__)
       22    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\numpy\core\fromnumeric.py:2546(_amax_dispatcher)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        2    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\traitlets\traitlets.py:545(__get__)
       22    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\numpy\core\fromnumeric.py:2671(_amin_dispatcher)
       22    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        2    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\IPython\core\hooks.py:103(__call__)
        4    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\IPython\core\compilerop.py:138(extra_flags)
        2    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\IPython\core\interactiveshell.py:117(<lambda>)
        1    0.000    0.000    0.000    0.000 <ipython-input-10-a1d0988bf820>:45(<module>)
        2    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\traitlets\traitlets.py:526(get)
        2    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\IPython\utils\ipstruct.py:125(__getattr__)
        2    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\IPython\core\interactiveshell.py:1276(user_global_ns)
        2    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\IPython\core\interactiveshell.py:3235(compare)
        2    0.000    0.000    0.000    0.000 C:\Python\lib\site-packages\IPython\core\hooks.py:168(pre_run_code_hook)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}


